CustomerID,CLTV,Tenure Months,Total Extra Services,Payment Method,Multiple Lines,Contract,Streaming TV,Phone Service,Paperless Billing,Streaming Movies,Senior Citizen,Tech Support,Online Security
2581-VKIRT,5631,59,4,2,1,1,0,1,0,0,0,1,1
2851-MMUTZ,3056,27,2,2,0,0,0,1,1,0,0,1,0
3307-TLCUD,4207,17,2,2,0,0,0,0,0,0,0,0,1
6625-FLENO,4927,58,1,2,0,2,0,1,0,0,0,0,0
2967-MXRAV,5160,1,1,2,0,1,0,1,0,0,0,0,0
4163-KIUHY,2980,35,2,1,1,0,0,1,1,0,0,0,0
3500-NSDOA,5540,68,4,0,1,2,0,1,0,1,0,1,0
1171-TYKUR,3159,47,2,1,1,0,0,1,0,0,0,0,0
8388-DMKAE,2653,8,1,2,0,2,0,1,0,0,0,0,0
4403-BWPAY,4527,14,2,0,1,1,0,1,1,0,0,0,0
4737-AQCPU,4658,72,5,0,1,2,0,1,0,0,0,1,1
2808-CHTDM,2267,23,2,2,1,2,0,1,0,0,0,0,0
3283-WCWXT,2882,6,2,2,1,2,0,1,0,0,0,0,0
0999-QXNSA,3779,7,1,2,0,0,0,1,1,0,1,0,0
5451-MHQOF,5623,56,2,2,1,1,0,1,1,0,0,0,0
4836-WNFNO,6126,72,2,0,1,2,0,1,0,0,0,0,0
9225-BZLNZ,6275,72,7,1,1,2,1,1,1,1,0,0,1
0354-VXMJC,4617,23,1,0,0,2,0,1,0,0,0,0,0
4422-QVIJA,5879,35,2,2,1,0,0,1,0,0,0,0,0
8332-OSJDW,3277,12,2,2,1,1,0,1,0,0,0,0,0
4735-BJKOU,3915,40,1,2,0,2,0,1,0,0,0,0,0
0274-JKUJR,3332,7,5,2,0,0,1,0,0,1,0,0,1
8917-SZTTJ,6315,60,1,0,0,2,0,1,0,0,0,0,0
1696-MZVAU,4259,39,0,0,0,1,0,0,1,0,0,0,0
4906-ZHGPK,5276,54,4,1,1,1,1,1,1,0,0,1,0
3795-GWTRD,4626,63,5,0,0,2,1,1,0,0,0,1,1
6223-DHJGV,5956,42,1,2,0,1,0,1,1,0,0,0,0
6961-MJKBO,4342,47,1,0,0,2,0,1,0,0,0,0,0
8158-WPEZG,4986,11,1,1,0,0,0,0,1,0,0,1,0
3280-MRDOF,3415,30,4,0,1,2,1,1,1,0,1,1,0
9964-WBQDJ,4412,71,2,0,1,2,0,1,1,0,0,0,0
6303-KFWSL,5481,29,3,1,1,1,0,1,1,0,0,0,0
1702-CCFNJ,4729,52,3,0,1,0,0,1,0,0,0,1,0
8932-CZHRQ,5395,68,6,0,1,1,0,1,0,1,0,0,1
0386-CWRGM,2320,46,1,2,0,2,0,1,0,0,0,0,0
5515-RUGKN,5317,8,2,0,0,0,0,1,1,1,0,0,0
0404-AHASP,6436,72,1,0,0,2,0,1,0,0,0,0,0
7279-NMVJC,2093,17,1,0,0,1,0,1,0,0,0,0,0
9060-HJJRW,4380,51,4,0,0,1,1,0,1,1,0,0,0
2587-YNLES,5874,6,1,2,0,2,0,1,0,0,0,0,0
1958-RNRKS,3712,30,2,1,1,0,0,1,0,0,0,0,0
5136-RGMZO,4443,31,4,1,1,0,1,1,1,0,0,1,0
8345-MVDYC,5937,45,5,0,0,2,1,1,0,1,0,1,1
1015-OWJKI,5279,1,1,2,0,0,0,1,0,0,0,0,0
8887-IPQNC,5014,7,1,2,0,0,0,1,1,0,0,0,0
1222-KJNZD,5918,40,1,0,0,0,0,1,1,0,0,0,0
0106-GHRQR,3360,16,5,0,1,0,0,1,1,1,0,0,0
3768-VHXQO,4833,67,2,0,1,2,0,1,0,0,0,0,0
2418-TPEUN,4681,56,1,0,0,2,0,1,1,0,0,0,0
8540-ZQGEA,4212,54,1,0,0,2,0,1,0,0,0,0,0
7801-CEDNV,3560,27,2,0,0,1,0,1,0,0,0,0,1
3658-QQJYD,5974,62,5,0,0,1,1,1,1,1,0,0,1
1803-BGNBD,3854,12,2,1,0,0,0,1,1,0,0,1,0
0134-XWXCE,3253,44,4,0,0,1,1,1,0,1,1,1,0
5848-FHRFC,5740,68,1,0,0,2,0,1,0,0,0,0,0
2243-FNMMI,4958,20,1,2,0,0,0,1,0,0,0,0,0
2511-MORQY,4322,50,3,0,1,1,0,1,0,0,0,0,0
5356-KZCKT,6490,58,2,0,1,2,0,1,1,0,0,0,0
6519-CFDBX,4964,2,1,1,0,0,0,1,1,0,0,0,0
3902-MIVLE,5113,63,5,2,1,2,0,1,0,1,0,1,1
8763-KIAFH,2269,27,1,2,0,1,0,1,1,0,0,0,0
3055-VTCGS,6312,63,3,0,0,1,0,1,0,1,0,0,0
2007-QVGAW,6303,68,1,0,0,2,0,1,1,0,0,0,0
5207-PLSTK,5068,1,2,2,0,0,0,1,1,0,0,0,1
5605-XNWEN,4055,72,2,0,1,2,0,1,1,0,1,0,0
2155-AMQRX,2885,28,2,0,1,0,0,1,1,0,0,1,0
6181-AXXYF,4185,72,2,0,1,2,0,1,0,0,0,0,0
8623-ULFNQ,3225,26,3,1,1,0,0,1,1,1,1,1,0
1568-LJSZU,4451,68,7,0,1,2,1,1,1,1,0,1,1
7416-CKTEP,6064,57,1,0,0,2,0,1,1,0,0,0,0
2586-CWXVV,4778,54,1,1,0,0,0,0,0,0,0,0,0
2348-KCJLT,2059,44,4,2,0,1,0,1,1,0,0,0,1
8401-EMUWF,4701,42,5,0,1,0,1,1,1,0,0,0,1
4193-IBKSW,6232,72,2,0,1,2,0,1,0,0,0,0,0
5377-NDTOU,4644,71,7,2,1,2,1,1,0,1,0,1,1
2474-LCNUE,2590,23,4,0,1,0,1,1,1,1,0,1,0
0839-QNXME,3986,30,1,0,0,2,0,1,0,0,0,0,0
3506-OVLKD,4419,35,2,0,1,1,0,1,0,0,0,0,0
6650-VJONK,5913,1,1,0,0,0,0,1,1,0,0,0,0
7492-TAFJD,3345,7,3,2,0,2,0,0,0,0,0,0,1
2773-MADBQ,2751,36,4,2,0,2,0,0,1,1,0,1,1
6016-LVTJQ,5099,34,1,2,0,0,0,1,0,0,0,0,0
7860-KSUGX,6330,72,5,0,1,2,0,1,0,0,0,0,1
8966-KZXXA,3040,36,2,0,1,2,0,1,0,0,0,0,0
0817-HSUSE,2954,1,4,1,0,0,1,1,1,1,0,1,0
5442-PPTJY,5104,12,1,2,0,2,0,1,0,0,0,0,0
1927-QEWMY,6302,72,1,0,0,2,0,1,0,0,0,0,0
1663-MHLHE,4629,1,1,2,0,0,0,1,0,0,0,0,0
6701-DHKWQ,4159,61,3,0,0,2,1,0,0,0,0,1,0
7554-AKDQF,4227,6,1,2,0,0,0,1,0,0,0,0,0
0794-YVSGE,5265,72,1,0,0,2,0,1,0,0,0,0,0
5423-BHIXO,4454,32,3,1,1,0,0,1,1,0,0,0,0
2959-EEXWB,3937,45,3,0,0,0,1,0,1,1,0,0,1
1839-UMACK,3756,42,2,1,1,1,0,1,0,0,0,0,0
7321-KKSDU,3114,32,1,2,0,2,0,1,0,0,0,0,0
3402-XRIUO,2136,22,4,2,1,0,0,1,1,0,1,1,1
8286-AFUYI,5092,1,2,1,0,0,0,1,0,0,0,0,1
8356-WUAOJ,5669,1,1,1,0,0,0,1,1,0,0,0,0
9350-ZXYJC,3808,4,2,0,1,2,0,1,1,0,0,0,0
8958-JPTRR,5052,56,2,1,1,1,0,1,0,0,0,0,0
6959-GQEGV,2185,45,5,1,0,0,1,1,1,1,0,0,1
3173-WSSUE,5921,71,1,0,0,2,0,1,0,0,0,0,0
1265-HVPZB,6432,59,5,0,0,1,1,1,0,0,0,0,1
4115-UMJFQ,4043,69,2,0,0,1,0,0,1,0,0,0,0
7369-TRPFD,2916,19,1,2,0,1,0,1,0,0,0,0,0
1098-KFQEC,5366,55,1,0,0,2,0,1,0,0,0,0,0
7190-XHTWJ,4705,38,1,2,0,1,0,1,0,0,0,0,0
3537-RYBHH,4074,47,5,0,1,0,0,1,1,0,1,0,1
5296-BFCYD,3392,46,1,2,0,2,0,1,1,0,0,0,0
9359-JANWS,5657,65,3,0,0,2,0,1,0,0,0,1,1
3279-DYZQM,5497,71,1,2,0,2,0,1,0,0,0,0,0
0523-VNGTF,5185,52,3,1,0,0,1,0,1,0,1,1,0
9575-IWCAZ,5161,6,2,2,1,1,0,1,0,0,0,0,0
7105-MXJLL,2502,26,3,2,0,1,0,1,0,1,1,0,0
3961-SXAXY,5925,1,1,0,0,0,0,1,1,0,0,0,0
7010-BRBUU,4264,72,2,0,1,2,0,1,0,0,0,0,0
3566-HJGPK,3173,1,1,2,0,0,0,1,1,0,0,0,0
9938-PRCVK,2902,41,1,0,0,2,0,1,0,0,0,0,0
0973-KYVNF,5176,72,5,0,0,2,1,1,1,0,0,0,1
5129-HHMZC,3110,43,6,0,1,2,1,1,0,1,0,1,1
7873-CVMAW,6468,72,7,0,1,2,1,1,0,1,0,1,1
0463-WZZKO,2406,3,1,0,0,0,0,1,1,0,0,0,0
4524-QCSSM,4512,26,3,0,0,0,0,0,1,1,0,0,1
5832-EXGTT,5517,29,3,2,0,0,0,1,1,1,0,0,1
2039-JONDJ,3616,27,3,0,0,1,0,1,0,0,0,0,1
7217-JYHOQ,3359,24,4,0,0,0,0,1,1,1,0,1,1
6695-FRVEC,5356,67,3,0,0,2,0,1,1,0,0,1,1
9894-QMIMJ,2499,23,3,0,0,1,0,1,0,0,0,0,0
8069-YQQAJ,3448,14,1,2,0,0,0,0,1,0,0,0,0
1636-NTNCO,2104,4,3,0,0,0,1,0,1,1,1,0,0
3466-WAESX,5172,16,5,1,1,0,0,1,1,1,0,0,1
9281-PKKZE,4818,46,2,1,0,0,1,0,1,1,0,0,0
3638-VBZTA,4280,68,6,0,1,2,1,1,1,1,0,1,1
7459-IMVYU,5858,38,5,1,1,0,0,1,0,0,0,1,1
0754-EEBDC,2347,4,1,2,0,2,0,1,0,0,0,0,0
5777-ZPQNC,4628,12,1,1,0,1,0,1,0,0,0,0,0
1951-IEYXM,4528,72,7,0,1,2,1,1,1,1,0,1,1
1022-RKXDR,3089,41,2,2,1,1,0,1,1,0,0,0,0
2361-FJWNO,5323,40,1,0,0,1,0,0,0,0,0,1,0
2272-UOINI,3601,7,5,1,0,0,1,1,1,1,0,1,1
8232-UTFOZ,4328,69,1,0,0,2,0,1,0,0,0,0,0
3750-YHRYO,2874,7,1,2,0,1,0,1,0,0,0,0,0
6637-KYRCV,5973,5,1,1,0,0,0,0,1,0,0,0,0
0129-QMPDR,3093,44,1,0,0,1,0,1,1,0,0,0,0
5356-CSVSQ,5277,3,3,1,1,0,1,1,0,0,0,1,0
3221-CJMSG,2515,24,1,0,0,0,0,1,1,0,0,1,0
3219-JQRSL,4627,72,7,0,1,2,1,1,0,1,1,1,1
2801-NISEI,3407,24,2,1,0,0,0,1,0,0,0,1,1
4623-ZKHLY,3727,22,1,0,0,0,0,1,1,0,0,0,0
6732-VAILE,6354,70,6,0,1,2,1,1,1,1,0,1,0
8201-AAXCB,3192,25,3,1,1,0,1,1,0,0,0,0,0
7696-CFTAT,2745,37,1,0,0,2,0,1,0,0,0,0,0
2123-VSCOT,6225,59,4,0,1,2,1,1,1,0,0,1,0
2792-VPPET,5296,3,1,1,0,0,0,1,1,0,0,0,0
3247-MHJKM,3586,1,1,2,0,0,0,1,0,0,0,0,0
1964-SVLEA,2860,20,1,2,0,1,0,1,1,0,0,0,0
7297-DVYGA,5089,51,1,0,0,1,0,1,1,0,0,0,0
2239-CGBUZ,4207,51,3,0,0,1,0,1,1,0,0,1,1
0854-UYHZD,2816,13,1,2,0,2,0,1,0,0,0,0,0
7243-LCGGZ,3901,1,1,2,0,0,0,1,0,0,0,0,0
8267-KFGYD,3389,1,1,2,0,0,0,1,1,0,0,0,0
4890-VMUAV,5342,63,5,1,1,1,0,1,0,0,0,1,1
9261-WDCAF,2168,3,2,2,0,0,0,1,0,1,0,0,0
3764-MNMOI,2776,46,1,0,0,2,0,1,0,0,0,0,0
7442-YGZFK,4796,1,2,0,1,0,0,1,1,0,0,0,0
8229-BUJHX,4941,71,1,0,0,2,0,1,0,0,0,0,0
8735-IJJEG,4253,14,2,0,0,0,0,1,0,0,0,0,0
5619-PTMIK,3358,46,3,1,1,0,0,1,0,0,0,0,1
5882-CMAZQ,5100,5,1,1,0,0,0,0,0,0,0,1,0
4445-KWOKW,5988,42,4,0,1,1,0,1,1,0,0,0,1
2430-RRYUW,4621,66,3,2,0,1,0,1,1,0,0,0,1
3723-BFBGR,4330,24,3,0,1,0,0,1,0,0,1,0,0
5110-CHOPY,4173,60,4,1,0,2,1,0,0,1,0,0,1
4425-OWHWB,5811,20,1,0,0,1,0,1,1,0,0,0,0
9675-ICXCT,4689,72,5,1,0,2,1,1,1,1,0,1,1
4703-MQYKT,4562,21,1,2,0,2,0,1,0,0,0,0,0
0602-DDUML,4487,57,4,2,0,2,1,1,0,0,0,1,0
2208-MPXIO,5169,45,1,0,0,2,0,1,1,0,0,0,0
3190-FZATL,5770,14,1,2,0,0,0,1,0,0,0,0,0
7336-RLLRH,4732,27,5,2,1,1,1,1,0,1,0,1,1
9885-MFVSU,4577,35,2,0,0,2,1,0,1,0,0,1,1
0607-MVMGC,2595,45,6,0,1,1,1,1,0,1,0,0,0
8022-BECSI,2203,22,1,2,0,1,0,1,0,0,0,0,0
9993-LHIEB,4792,67,4,2,0,2,0,1,0,1,0,1,1
3977-QCRSL,5020,5,1,2,0,0,0,1,0,0,0,0,0
0017-DINOC,5435,54,2,0,0,2,1,0,0,0,0,1,1
7639-OPLNG,5085,70,6,0,1,2,1,1,1,0,0,1,1
1492-QGCLU,5957,53,6,1,1,0,1,1,0,1,0,1,1
7328-OWMOM,3086,31,1,0,0,1,0,1,0,0,0,0,0
4418-LZMSV,4749,13,3,0,0,0,0,1,0,0,0,1,0
5155-AZQPB,5250,28,2,2,1,0,0,1,0,0,0,0,0
1087-GRUYI,3756,38,1,0,0,2,0,1,0,0,0,0,0
2546-KZAAT,5211,52,5,2,0,1,1,1,1,1,0,0,1
3778-FOAQW,3573,24,1,2,0,1,0,1,0,0,0,0,0
4452-ROHMO,2722,15,1,2,0,2,0,1,0,0,0,0,0
3090-LETTY,3172,2,4,0,1,0,0,1,0,0,0,0,1
5349-AZPEW,2071,5,0,2,0,0,0,0,0,0,0,0,0
9720-JJJOR,4565,41,4,0,0,1,0,1,1,0,0,0,1
8100-HZZLJ,4205,43,4,1,0,0,0,1,1,1,0,0,1
7398-HPYZQ,5007,71,7,0,1,2,1,1,0,1,0,1,1
3546-GHEAE,2600,7,1,2,0,2,0,1,0,0,0,0,0
7361-YPXFS,3820,28,4,0,1,0,0,1,0,0,1,1,0
2550-QHZGP,4271,7,1,2,0,1,0,1,0,0,0,0,0
2538-OIMXF,3065,1,0,2,0,0,0,0,0,0,0,0,0
8543-MSDMF,5528,3,5,1,0,0,1,1,1,1,0,0,1
4872-JCVCA,4795,71,3,0,0,2,0,0,1,0,0,1,1
5346-BZCHP,6408,69,1,2,0,2,0,1,0,0,0,0,0
0744-BIKKF,4621,72,7,0,1,2,1,1,0,1,0,1,1
5248-KWLAR,6483,71,7,1,1,2,1,1,0,1,0,1,1
7996-MHXLW,6141,66,2,0,1,2,0,1,1,0,0,0,0
7833-PKIHD,6385,51,4,0,0,1,1,1,1,1,0,1,1
7061-OVMIM,5203,30,1,0,0,1,0,1,0,0,0,0,0
1852-QSWCD,6281,64,2,2,1,2,0,1,1,0,0,0,0
5986-WWXDV,2607,39,1,0,0,1,0,1,0,0,0,0,0
3061-BCKYI,3854,14,1,2,0,0,0,1,0,0,0,0,0
7228-PAQPD,5718,14,2,0,0,1,0,1,0,1,0,1,0
7746-QYVCO,2464,16,3,2,0,1,0,1,1,0,0,0,1
9919-FZDED,4671,72,7,0,1,2,1,1,1,1,1,0,1
3486-KHMLI,5403,21,2,2,1,0,0,1,0,0,0,0,0
6784-XYJAE,4770,36,3,1,1,1,0,1,0,0,0,0,0
3933-DQPWX,5174,50,2,0,0,2,0,0,0,0,0,1,0
6661-EIPZC,3194,48,0,0,0,0,0,0,1,0,0,1,0
8957-THMOA,4263,50,1,0,0,2,0,1,0,0,0,0,0
2251-PYLPB,4766,72,6,0,1,2,0,1,0,1,0,1,1
5555-RNPGT,5212,10,2,0,1,0,0,1,0,0,0,0,0
1057-FOGLZ,4333,18,1,2,0,0,0,1,0,0,0,0,0
4547-FZJWE,5712,55,3,0,0,1,0,1,0,1,0,0,1
0842-IWYCP,2626,46,1,0,0,0,0,1,0,0,0,0,0
3521-HTQTV,2026,34,2,0,1,2,0,1,0,0,0,0,0
3744-ZBHON,4369,3,1,1,0,0,0,1,0,0,0,0,0
3373-DIUUN,3047,30,1,2,0,2,0,1,0,0,0,0,0
8383-SGHJU,2853,33,3,1,1,1,0,1,0,0,0,1,1
7707-PYBBH,2520,40,3,2,0,0,0,1,1,0,0,1,1
4139-DETXS,5265,72,5,0,0,2,1,0,0,1,0,1,1
9805-FILKB,2325,46,1,0,0,1,0,1,1,0,0,0,0
5793-YOLJN,5046,55,1,2,0,2,0,1,0,0,0,0,0
0673-IGUQO,4845,1,1,2,0,0,0,1,0,0,0,0,0
4123-FCVCB,5942,12,4,2,1,1,1,1,1,1,0,1,0
8311-UEUAB,5420,67,5,1,1,2,1,1,1,1,0,0,1
5858-EAFCZ,3498,1,1,2,0,0,0,1,0,0,0,0,0
1163-ONYEY,2748,41,6,0,1,0,1,1,1,0,0,0,1
5656-MJEFC,2673,42,3,0,0,2,1,0,0,0,0,1,1
6082-OQFBA,5460,23,1,2,0,1,0,1,0,0,0,0,0
8974-OVACP,3167,1,1,2,0,0,0,1,0,0,0,0,0
8612-GXIDD,2219,12,2,0,1,2,0,1,1,0,0,0,0
6288-CHQJB,5077,54,4,0,0,2,0,1,0,1,0,1,1
8160-HOWOX,4858,7,3,1,0,0,1,1,1,1,0,0,0
6648-INWPS,5271,16,1,1,0,0,0,1,0,0,0,0,0
4223-BKEOR,3302,21,4,2,0,1,0,1,0,1,0,0,1
4079-VTGLK,5610,30,5,1,1,2,1,1,0,1,1,0,0
1763-WQFUK,5258,3,1,2,0,0,0,1,1,0,0,1,0
2023-VQFDL,5379,18,1,1,0,0,0,1,0,0,0,0,0
1345-GKDZZ,2309,6,1,2,0,0,0,1,0,0,0,0,0
2560-WBWXF,5987,68,2,0,1,2,0,1,1,0,0,0,0
0248-IPDFW,5617,1,2,1,1,0,0,1,1,0,0,0,0
4335-UPJSI,2639,24,1,2,0,2,0,1,0,0,0,0,0
9297-FVVDH,5928,57,6,1,1,2,1,1,1,1,0,1,1
8007-YYPWD,5218,15,2,0,1,2,0,1,0,0,0,0,0
7101-HRBLJ,4592,72,6,0,0,2,1,1,1,1,0,1,1
5039-LZRQT,2953,13,1,2,0,1,0,1,0,0,0,0,0
6418-PIQSP,4684,62,5,2,0,2,1,1,0,1,0,1,1
8220-OCUFY,4870,21,3,1,0,1,0,1,1,0,0,1,1
3995-WFCSM,3796,2,3,1,0,0,0,1,0,1,0,0,0
1895-QTKDO,5684,1,1,0,0,0,0,1,0,0,0,0,0
1178-PZGAB,5586,19,1,0,0,1,0,1,0,0,0,0,0
2626-VEEWG,4890,67,1,0,0,2,0,1,1,0,0,0,0
1657-DYMBM,4157,53,1,0,0,2,0,1,0,0,0,0,0
7311-MQJCH,2575,5,1,1,0,1,0,1,0,0,0,0,0
1136-XGEQU,4625,50,6,0,1,1,1,1,1,1,0,1,0
6844-DZKRF,4697,2,1,0,0,0,0,1,1,0,0,1,0
5970-GHJAW,3574,46,1,0,0,2,0,1,0,0,0,0,0
3689-MOZGR,4761,29,0,1,0,0,0,0,1,0,0,1,0
4195-PNGZS,5295,69,2,0,1,2,0,1,0,0,0,0,0
5003-XZWWO,4753,71,6,0,1,2,1,1,0,1,0,1,0
7622-FWGEW,6500,56,6,0,0,2,1,1,1,1,1,1,1
6922-NCEDI,6473,56,1,2,0,1,0,1,1,0,0,0,0
9891-NQDBD,3493,28,2,2,1,1,0,1,0,0,0,0,0
6131-IUNXN,3636,19,1,2,0,0,0,1,0,0,0,0,0
8548-AWOFC,5956,66,3,1,1,0,0,1,0,1,0,1,0
9798-DRYDS,4759,17,3,2,1,1,0,1,1,0,0,1,0
8532-UEFWH,4676,52,2,2,1,2,0,1,0,0,0,0,0
6296-DDOOR,4033,19,3,1,0,1,1,1,0,0,0,0,0
7951-VRDVK,4898,36,6,0,0,1,1,1,0,1,0,1,1
4365-MSDYN,4909,8,1,0,0,0,0,1,1,0,0,0,0
8076-FEZKJ,5039,10,1,2,0,1,0,1,0,0,0,0,0
5197-YPYBZ,2646,12,2,0,1,2,0,1,0,0,0,0,0
4312-GVYNH,5460,70,3,0,0,2,0,0,1,1,0,1,1
0839-JTCUD,4082,66,7,0,1,2,1,1,0,1,0,1,1
5494-WOZRZ,5770,71,5,0,0,2,1,1,1,1,0,1,1
2234-EOFPT,4278,72,5,0,0,2,1,1,1,1,0,1,1
8619-IJNDK,4374,71,4,0,0,2,0,1,0,0,0,1,1
1153-GNOLC,2855,33,2,1,0,1,1,0,1,0,0,0,0
3298-QEICA,4445,23,1,2,0,2,0,0,0,0,0,1,1
0788-DXBFY,4801,58,1,1,0,1,0,1,1,0,0,0,0
5242-UOWHD,4210,45,1,2,0,2,0,1,0,0,0,0,0
6479-SZPLM,5745,36,1,0,0,2,0,1,0,0,0,0,0
8097-VBQTZ,6092,54,4,2,0,0,1,1,1,0,0,1,1
4500-HKANN,3464,23,3,2,1,2,0,1,0,0,0,1,0
9917-KWRBE,2894,41,6,0,1,1,1,1,1,0,0,0,1
2212-LYASK,2068,27,3,0,0,1,0,0,1,1,0,0,0
8069-RHUXK,5655,67,1,0,0,2,0,0,0,0,0,1,1
3398-GCPMU,4993,72,7,0,1,2,1,1,1,1,1,1,1
2908-WGAXL,5243,56,2,0,1,2,0,1,1,0,0,0,0
3378-AJRAO,5331,44,2,1,1,1,0,1,0,0,0,0,0
0362-RAOQO,3878,40,1,0,0,2,0,1,0,0,0,0,0
9554-DFKIC,2613,30,3,0,1,0,0,1,1,0,0,0,1
5527-ACHSO,5541,11,3,2,0,0,1,1,0,1,0,1,0
0829-DDVLK,4359,15,1,0,0,1,0,1,0,0,0,0,0
1399-UBQIU,2288,11,4,1,0,0,1,1,1,1,0,0,0
1813-JLKWR,5384,64,1,0,0,1,0,1,0,0,0,0,0
0336-PIKEI,5590,72,5,0,0,2,1,1,0,0,1,1,1
9537-VHDTA,3699,1,2,2,0,0,0,1,0,0,0,0,1
4957-TIALW,2976,15,4,0,0,1,0,1,0,0,0,1,1
2054-PJOCK,4159,60,5,0,1,1,1,1,0,1,0,1,0
9150-HEPMB,4753,56,3,2,0,1,0,1,0,0,0,0,1
9030-QGZNL,4249,8,1,2,0,2,0,1,0,0,0,0,0
3126-WQMGH,5224,49,2,0,1,0,0,1,1,0,0,0,0
7205-BAIAD,3091,40,1,0,0,2,0,1,1,0,0,0,0
8064-RAVOH,5323,1,2,1,0,0,0,1,1,0,0,0,0
0219-QAERP,4006,30,1,0,0,1,0,1,0,0,0,0,0
0015-UOCOJ,5525,7,2,1,0,0,0,1,1,0,1,0,1
5334-AFQJB,5751,72,2,0,1,2,0,1,1,0,1,0,0
8963-JLGJT,4648,3,3,2,0,0,0,1,0,0,0,0,1
1465-LNTLJ,4537,8,3,0,0,0,0,1,1,1,1,1,0
7401-JIXNM,5907,54,7,0,1,2,1,1,0,1,0,1,1
9339-FIIJL,6450,72,6,0,1,2,1,1,0,1,0,1,0
4706-DGAHW,4576,1,1,1,0,0,0,1,0,0,1,0,0
6177-PEVRA,4975,48,3,0,0,2,0,1,0,0,0,0,1
7579-KKLOE,5529,71,7,2,1,2,1,1,1,1,0,1,1
0002-ORFBO,2205,9,3,2,0,1,1,1,1,0,0,1,0
4967-WPNCF,4921,72,5,0,0,2,1,0,1,1,0,1,1
8499-BRXTD,5586,18,1,2,0,1,0,1,0,0,0,0,0
8197-BFWVU,5197,72,7,0,1,2,1,1,1,1,0,1,1
2577-GVSIL,4719,35,4,0,1,1,1,1,1,1,0,1,0
9367-OIUXP,4676,4,1,2,0,0,0,1,0,0,0,0,0
6770-UAYGJ,5616,49,2,2,1,2,0,1,0,0,0,0,0
1187-WILMM,5004,63,7,0,1,2,1,1,1,1,0,1,1
1306-RPWXZ,4784,49,1,0,0,2,0,1,0,0,0,0,0
3097-PYWXL,2951,4,1,1,0,0,0,1,1,0,0,0,0
1104-FEJAM,2434,28,4,1,1,0,0,1,0,1,0,0,0
2809-ILCYT,3428,25,2,2,1,1,0,1,1,0,0,0,0
5499-ECUTN,3404,47,4,0,0,1,1,1,1,0,0,0,1
4981-FLTMF,4491,57,4,0,1,0,0,1,0,0,0,1,1
3113-IWHLC,2612,5,3,2,0,0,0,1,1,0,0,0,1
4277-BWBML,5092,72,1,0,0,2,0,1,0,0,0,0,0
0234-TEVTT,5269,48,3,0,0,1,0,0,0,1,0,0,1
2637-FKFSY,4047,3,1,2,0,0,0,1,1,0,0,0,0
9796-MVYXX,3162,14,2,2,0,2,0,0,0,0,1,1,1
7874-ECPQJ,4462,4,1,0,0,0,0,1,1,0,0,0,0
7089-RKVSZ,2028,8,2,2,1,1,0,1,0,0,0,0,0
2683-JXWQQ,6495,61,2,0,0,0,0,0,0,0,0,0,1
9755-JHNMN,5075,49,4,0,0,2,0,1,0,0,0,1,1
3981-QSVQI,5498,8,1,0,0,0,0,1,1,0,0,0,0
9424-CMPOG,4406,9,1,2,0,2,0,1,0,0,0,0,0
5067-WJEUN,6005,67,3,0,0,2,0,1,1,0,0,0,1
3450-WXOAT,3150,46,1,0,0,0,0,1,1,0,0,0,0
9251-WNSOD,4931,67,6,2,1,1,0,1,0,1,0,0,1
6974-DAFLI,4888,55,1,1,0,1,0,1,0,0,0,0,0
2616-UUTFK,4959,33,6,0,1,0,1,1,1,0,0,0,1
7064-JHXCE,6444,62,1,0,0,2,0,1,0,0,0,0,0
7989-AWGEH,4810,49,2,1,0,0,0,0,1,1,0,0,1
4373-VVHQL,5479,1,1,1,0,0,0,1,1,0,0,0,0
2712-SYWAY,5249,1,2,1,1,0,0,1,1,0,0,0,0
0730-BGQGF,6291,71,7,0,1,2,1,1,0,1,0,1,1
5498-IBWPI,5232,66,1,0,0,1,0,1,1,0,0,1,0
9101-NTIXF,3954,2,1,2,0,0,0,1,0,0,0,0,0
9314-QDMDW,2738,11,3,1,0,1,1,1,1,0,0,0,0
9308-ANMVE,5491,47,3,1,0,0,0,1,1,0,0,0,1
7649-PHJVR,5825,11,1,2,0,1,0,1,0,0,0,0,0
6114-TCFID,5103,29,2,0,0,1,0,0,0,0,0,1,1
3787-TRIAL,4302,21,0,1,0,0,0,0,1,0,0,0,0
5156-UMKOW,5880,3,1,2,0,0,0,0,0,0,0,0,0
1247-QBVSH,5284,43,2,2,0,0,0,1,0,0,0,0,0
9822-OAOVB,5286,1,2,1,0,0,0,1,1,1,0,0,0
6161-ERDGD,5280,71,6,1,1,1,1,1,0,1,0,1,1
1226-JZNKR,5698,8,1,1,0,1,0,1,0,0,0,0,0
7318-EIVKO,3003,8,3,1,1,0,1,1,1,0,0,0,0
7389-KBFIT,4387,2,1,2,0,0,0,0,1,0,0,0,0
7176-WIONM,2873,12,3,0,0,0,1,0,1,1,0,0,0
1089-HDMKP,4143,11,2,1,0,0,0,1,1,0,1,1,0
7623-HKYRK,2276,6,1,2,0,0,0,1,0,0,0,0,0
0310-SUCIN,5643,71,6,0,0,1,1,1,1,1,0,1,1
6619-RPLQZ,2844,45,1,2,0,2,0,1,0,0,0,0,0
3275-RHRNE,2797,28,4,0,0,1,1,0,1,1,0,1,0
6901-GOGZG,4104,60,6,1,1,2,1,1,1,1,0,1,1
7021-XSNYE,2750,7,3,0,0,2,0,0,0,1,0,1,1
