Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,CLTV,Total Extra Services
1,0,0,0,12,1,0,0,0,0,0,1,0,0,1,1,2916,2
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4404,0
0,1,1,0,60,1,1,0,0,1,0,1,1,1,1,0,6442,5
0,0,0,0,41,1,0,1,0,1,1,1,1,1,1,0,5556,5
0,0,1,0,59,1,1,0,0,1,1,1,0,0,0,1,4814,4
0,0,0,0,45,1,1,1,0,0,1,0,1,2,0,2,2280,4
1,1,0,0,4,0,0,0,1,0,0,1,1,0,1,0,2104,3
0,0,1,1,43,0,0,1,0,1,1,1,1,1,1,0,2725,4
1,0,1,1,64,1,1,1,0,1,0,0,1,2,0,0,6249,5
0,0,0,0,69,1,1,0,0,0,0,0,0,2,0,0,5294,2
1,0,0,0,64,1,1,1,1,0,0,0,0,1,1,0,5044,4
0,0,0,0,15,1,1,0,0,0,0,0,0,2,0,0,5218,2
0,0,0,0,31,1,0,0,0,0,0,0,0,2,0,0,5581,1
1,0,0,0,48,1,1,1,0,0,1,0,1,0,1,1,4334,4
1,0,1,0,8,1,0,1,0,0,0,0,0,0,1,2,5413,2
0,0,1,1,24,1,1,0,1,1,0,0,0,1,0,0,2404,4
0,0,1,0,37,1,1,1,0,1,1,0,0,1,0,0,2873,4
0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,2,5960,3
1,0,1,0,30,1,1,0,0,0,0,0,0,0,0,1,3712,2
1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,2,5753,2
1,0,0,0,5,1,0,0,1,0,1,0,1,0,1,0,5636,3
1,0,1,1,72,1,1,0,0,0,0,0,0,2,0,2,5475,2
0,0,0,0,25,1,1,0,0,0,0,1,0,0,1,2,4874,3
0,1,1,0,54,1,0,0,0,0,0,0,0,2,1,2,5548,1
0,0,1,1,24,1,1,1,1,1,0,0,0,2,0,1,5461,5
0,0,1,1,27,1,0,0,1,0,0,0,0,0,0,2,5580,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5370,1
1,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0,4075,1
1,0,1,1,57,1,1,0,0,0,0,0,0,0,1,1,4133,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,4964,1
1,0,1,0,18,1,1,0,1,0,0,0,0,0,0,0,5558,3
0,0,1,1,6,1,1,0,1,1,0,1,0,0,1,2,3083,5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5750,1
1,0,0,1,38,1,1,0,1,0,0,0,0,0,1,2,3571,3
0,1,1,0,72,1,1,1,1,1,1,0,0,2,1,0,5153,5
1,0,0,0,49,1,1,0,0,0,1,1,0,2,1,0,6138,3
0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,2,4905,1
0,0,0,0,28,1,0,0,1,0,1,0,0,0,0,0,3185,2
1,0,1,1,4,1,0,0,0,0,0,0,0,0,1,2,3708,1
1,0,1,1,12,1,0,0,0,0,0,0,0,0,0,2,2891,1
1,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,4242,0
0,0,0,0,57,1,0,0,1,1,1,1,0,2,0,2,4487,4
1,0,0,0,4,1,0,1,0,1,0,0,0,0,0,1,2401,3
0,0,1,0,53,1,0,0,0,0,1,1,1,1,1,1,4700,3
1,0,1,0,61,1,1,1,0,1,0,0,1,2,1,2,5117,5
1,1,1,0,7,1,0,0,0,0,0,1,1,0,1,1,5711,3
0,0,1,0,72,1,1,0,1,1,0,1,1,1,1,1,4497,6
0,0,1,1,37,1,1,0,0,0,0,1,1,0,1,1,2969,4
1,0,1,1,22,1,0,0,1,1,0,1,1,1,1,2,3274,5
0,0,0,0,50,1,1,0,0,0,0,1,1,0,1,1,4164,4
1,0,0,0,7,1,0,0,0,1,0,0,0,0,1,1,5335,2
0,0,1,0,49,0,0,0,1,0,1,1,1,1,1,0,5913,3
1,0,1,0,40,1,0,0,1,1,0,0,0,1,0,1,3387,3
1,0,1,0,54,0,0,0,1,0,0,0,0,0,0,1,4778,1
0,0,0,0,29,1,1,1,1,0,1,0,0,0,0,2,3152,4
0,0,1,1,56,1,1,1,1,1,1,1,0,2,0,0,5907,6
0,0,1,0,64,1,1,1,1,1,1,1,1,1,1,1,5189,7
0,0,1,0,52,1,1,0,1,1,0,1,0,0,0,0,6212,5
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3650,1
1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4142,3
1,0,0,1,19,1,1,0,0,0,0,0,0,0,1,0,2378,2
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,5669,1
0,0,1,1,72,1,0,0,0,0,0,0,0,2,1,2,4528,1
0,1,0,0,35,1,1,1,1,1,0,1,1,1,1,1,5139,7
1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,2,5611,1
1,0,1,1,49,1,0,1,1,0,1,0,0,0,0,0,4986,3
0,0,1,0,60,0,0,1,0,1,1,1,1,2,0,0,5790,4
1,0,1,0,64,1,0,1,1,0,1,1,1,2,1,0,4337,5
1,1,1,0,72,1,1,0,1,0,0,1,1,2,0,0,6120,5
0,0,1,1,32,1,1,0,1,0,0,1,1,0,1,1,3149,5
0,0,0,0,6,0,0,0,0,0,1,1,1,1,1,2,2979,2
1,0,1,0,9,1,1,1,0,0,0,0,1,0,1,1,2715,4
1,0,0,0,44,1,0,1,0,0,1,1,0,1,0,1,5827,3
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,2706,4
1,0,0,0,61,1,1,1,0,1,0,1,1,1,0,1,4344,6
0,0,0,0,18,1,1,0,0,1,1,0,1,0,1,0,4524,4
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,2,3172,1
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,5761,1
1,0,0,0,37,1,0,0,0,0,0,0,0,1,0,0,4422,1
1,1,1,0,63,1,0,1,1,1,1,1,1,1,1,0,5688,6
1,0,0,0,59,1,0,0,0,1,1,1,0,0,1,1,5687,3
0,0,0,1,26,1,1,0,0,0,0,0,0,0,1,2,4196,2
1,0,0,0,13,1,0,0,0,0,0,0,0,2,0,2,2016,1
0,0,0,0,46,1,1,1,0,1,0,1,1,2,0,2,2007,6
0,0,0,0,15,1,0,0,0,0,0,0,0,2,0,2,2722,1
1,0,1,0,69,1,1,0,1,0,1,1,0,2,1,2,4452,4
0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,1,5277,3
1,0,0,0,48,1,1,1,0,0,1,0,1,1,1,0,2667,4
0,0,0,0,28,0,0,0,0,1,1,0,0,0,1,2,2431,1
0,0,1,1,66,1,0,1,0,0,0,1,0,2,1,1,5979,3
0,0,0,0,5,1,1,0,1,0,0,0,1,0,1,1,4421,4
1,0,0,0,3,1,0,0,1,1,0,0,1,0,0,1,5625,4
1,1,1,0,55,1,1,0,1,1,1,1,1,2,1,1,5754,6
1,1,1,0,67,1,1,0,1,0,1,1,1,2,0,0,5869,5
0,0,1,0,72,1,1,1,0,1,0,1,1,2,1,0,5678,6
1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,2954,4
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3010,1
1,0,1,0,13,1,1,1,0,0,0,0,1,0,1,1,2731,4
0,0,0,0,41,1,1,1,1,1,1,1,0,0,1,1,4434,6
1,0,1,1,4,1,0,0,0,0,0,0,0,2,0,0,5573,1
0,0,1,0,68,1,1,1,1,1,1,1,1,2,1,1,4113,7
0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,1,5698,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4576,1
1,0,1,0,9,1,1,0,1,1,0,0,1,0,1,0,2907,5
1,0,1,0,58,1,1,0,0,1,0,1,1,1,0,0,6432,5
1,0,0,0,72,1,1,1,1,1,1,0,0,2,0,0,4262,5
0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,0,5066,1
0,1,0,0,45,1,0,1,1,0,1,0,0,0,1,0,5397,3
0,1,0,0,38,1,0,0,0,0,0,0,0,2,0,2,4947,1
0,1,0,0,18,1,0,0,1,0,0,0,0,0,1,0,3283,2
1,0,1,1,42,1,1,1,1,0,0,1,0,0,1,0,4701,5
0,0,1,0,66,1,1,0,1,1,0,1,1,0,1,1,4016,6
0,0,1,0,67,1,1,1,0,0,0,1,1,2,1,1,5420,5
0,0,0,0,37,1,0,0,0,0,0,0,0,1,1,1,5987,1
1,0,1,1,71,1,0,0,0,0,0,0,0,2,1,0,6444,1
1,0,1,0,50,1,0,0,0,0,0,0,0,2,0,2,4745,1
1,1,1,0,64,1,0,1,0,1,0,0,0,1,0,0,4270,3
1,0,1,1,56,0,0,0,1,1,0,0,0,1,1,0,5092,2
0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,2,2534,1
0,0,1,0,52,1,1,0,1,0,1,1,1,0,1,0,4044,5
1,0,1,0,72,1,1,0,0,0,0,0,0,2,0,2,6011,2
1,0,1,0,55,1,0,1,0,0,0,0,1,1,0,0,5712,3
0,0,0,0,60,1,1,0,0,0,0,0,0,2,0,2,6355,2
1,0,1,1,62,1,1,1,1,0,0,1,0,1,1,0,4262,5
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5925,1
0,0,0,0,72,1,1,1,1,0,0,0,0,2,0,0,4515,4
1,0,0,0,24,0,0,1,0,0,0,1,1,1,1,2,4806,3
1,0,0,0,57,1,1,0,0,0,0,1,0,1,1,1,6109,3
0,1,0,0,28,1,1,0,1,1,1,0,0,0,0,0,3820,4
0,0,1,1,27,1,0,1,0,0,0,0,0,0,0,2,4331,2
1,0,1,0,63,1,1,0,0,1,1,1,1,2,0,0,4073,5
1,0,1,1,53,1,1,1,1,0,0,0,1,2,0,0,4975,5
1,0,0,0,21,1,1,0,0,0,0,0,1,0,1,1,4649,3
1,0,1,0,70,0,0,1,0,1,1,0,0,2,1,0,5840,2
0,0,1,0,56,1,1,1,0,0,0,1,1,1,1,1,4615,5
0,0,0,0,31,1,0,1,0,1,1,0,0,0,0,1,5094,3
1,1,1,0,61,1,1,0,1,0,0,0,1,1,0,0,4001,4
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,5272,1
1,1,0,0,65,1,1,1,0,1,1,1,1,2,1,1,5692,6
1,0,0,1,70,1,1,1,1,1,1,1,1,2,1,1,5414,7
0,0,1,0,17,1,1,0,0,1,1,0,0,1,1,2,4759,3
1,0,0,0,27,1,0,1,0,0,1,0,0,0,0,2,2191,2
0,0,0,0,68,1,1,1,0,0,0,0,0,0,0,2,5310,3
0,0,1,0,55,1,1,0,1,0,0,0,0,0,1,0,4621,3
1,0,0,0,5,1,1,0,1,1,0,0,1,0,0,1,3787,5
0,0,1,1,45,1,1,1,1,1,1,1,0,0,0,2,3111,6
1,0,1,0,60,1,0,1,0,0,0,1,0,1,1,2,5488,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4831,0
0,1,0,0,57,0,0,0,1,1,0,1,1,0,1,1,4622,4
0,0,0,0,39,1,0,0,0,0,0,0,0,2,0,0,3733,1
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3964,1
0,0,1,0,48,1,0,0,0,0,0,0,0,2,0,0,4124,1
1,1,0,0,43,1,1,0,0,0,0,1,0,0,1,1,4556,3
0,0,0,0,36,0,0,1,1,1,1,0,1,2,1,2,2751,4
1,0,0,0,58,1,0,0,0,0,0,0,0,2,0,2,4758,1
0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,1,3872,0
1,0,1,0,71,1,1,1,1,1,1,0,1,2,0,0,5228,6
0,0,1,1,57,1,0,1,0,1,1,0,0,1,1,2,6287,3
1,0,1,0,33,1,0,0,0,0,0,1,1,0,0,1,3296,3
1,0,1,0,5,1,0,0,0,0,0,0,0,1,0,2,2894,1
1,1,0,0,17,1,0,0,1,1,0,1,1,0,1,1,3296,5
1,0,1,1,72,1,1,1,1,1,1,0,0,2,0,0,6233,5
1,0,0,0,69,1,1,0,0,0,0,0,0,2,0,0,6059,2
1,0,0,1,34,1,1,1,1,0,0,1,1,1,1,1,5382,6
0,0,1,1,71,1,1,1,1,1,0,1,0,2,0,0,4080,6
0,0,1,1,18,1,0,0,0,0,0,0,0,0,0,2,2047,1
0,0,0,1,35,1,0,0,0,0,0,0,0,1,1,0,3726,1
1,0,0,0,68,1,1,1,1,1,0,0,1,1,1,0,5355,6
0,0,0,0,3,1,0,0,1,0,1,1,1,0,1,1,5387,4
0,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,4923,2
0,1,0,0,22,1,0,0,0,0,0,0,0,1,1,2,4327,1
1,1,1,0,72,1,1,1,1,1,0,0,1,2,1,0,4680,6
1,0,1,1,46,1,0,1,0,1,1,0,0,1,0,2,4258,3
1,0,0,0,52,1,0,0,0,0,0,0,0,2,0,2,5157,1
0,0,1,0,42,1,1,0,0,1,1,0,0,0,1,0,2219,3
0,0,1,1,38,1,0,1,1,0,0,0,0,0,0,1,5499,3
0,0,1,1,72,1,1,1,1,1,1,1,1,2,1,0,5841,7
0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,2228,1
1,0,1,1,69,0,0,1,0,1,1,0,0,2,0,2,5987,2
0,1,1,1,62,1,1,0,1,1,0,0,1,0,1,0,5868,5
1,1,1,0,32,1,1,0,1,1,0,0,1,0,1,1,5804,5
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,3160,1
0,0,0,0,37,1,1,0,0,0,1,1,1,0,0,0,4040,4
1,0,1,1,63,1,0,0,1,1,0,0,0,0,1,0,5157,3
1,0,0,0,57,0,0,0,0,1,1,1,1,2,0,0,5461,3
1,0,1,0,52,1,1,0,1,0,1,0,1,0,1,0,4465,4
1,0,1,0,43,1,1,1,0,0,1,0,1,1,1,0,4106,4
0,0,0,0,58,1,1,0,0,0,0,0,0,2,0,0,6190,2
1,0,0,1,50,0,0,1,1,0,0,1,0,1,1,0,5409,3
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,4064,1
1,0,1,1,10,1,0,0,0,0,0,0,0,1,0,2,4613,1
0,0,0,0,66,1,1,0,0,1,0,1,0,1,1,0,4928,4
0,0,1,1,70,1,1,1,1,1,1,1,1,2,1,0,5650,7
0,0,0,0,6,0,0,1,1,0,1,0,1,0,0,0,3474,3
1,1,0,0,31,1,1,0,0,1,1,1,0,0,1,0,3364,4
0,0,1,1,34,1,0,0,0,0,0,0,0,1,1,0,2272,1
0,0,1,0,72,1,1,1,1,1,1,1,1,2,1,0,4743,7
1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,2,3705,1
1,0,0,0,11,0,0,0,1,1,0,0,0,0,0,2,4310,2
1,0,1,0,38,1,1,0,0,1,1,0,1,1,0,0,4487,4
1,0,1,1,12,1,0,0,0,0,0,0,0,0,1,1,5209,1
1,1,1,0,70,1,0,1,1,1,0,1,1,2,0,0,5866,6
1,0,1,1,57,1,0,0,1,1,0,1,1,1,1,0,5833,5
1,0,0,0,32,1,0,1,1,1,0,0,1,0,1,0,3224,5
1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,2,2189,2
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5277,2
0,1,0,0,35,1,0,0,0,0,0,0,0,0,0,1,5873,1
1,1,1,0,65,1,1,0,1,1,0,1,1,0,1,1,4073,6
0,0,0,0,40,1,0,0,0,0,0,0,0,2,1,0,3091,1
0,0,1,0,29,1,0,0,0,0,0,0,0,2,1,2,5758,1
0,0,0,0,48,1,1,0,1,1,1,1,0,1,1,0,4740,5
0,1,0,0,35,1,1,1,0,0,0,1,1,0,1,1,3484,5
1,0,0,0,27,1,0,0,0,0,0,0,0,0,1,1,3792,1
0,0,1,0,68,1,1,1,1,1,1,1,1,2,0,2,4175,7
1,0,0,0,9,1,0,0,0,0,1,1,1,0,1,0,5017,3
1,0,0,1,32,1,0,0,0,0,0,0,0,2,0,2,3114,1
1,0,1,0,63,1,1,1,1,1,1,0,1,1,0,0,5540,6
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,5756,2
0,0,1,0,19,1,1,0,0,0,0,1,0,0,1,1,5072,3
1,0,1,1,72,1,0,1,1,0,1,1,0,2,0,0,5504,4
1,0,1,1,72,1,0,0,0,0,0,0,0,2,0,0,5265,1
0,0,1,0,60,1,0,1,1,0,1,0,0,2,0,0,4029,3
1,0,0,0,22,1,1,0,0,0,0,0,1,0,0,1,5357,3
0,0,0,0,32,1,0,0,0,0,0,0,0,1,0,0,5358,1
1,0,0,0,69,1,1,1,1,1,1,1,1,2,0,2,6487,7
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,5535,1
1,0,0,1,27,1,0,0,0,0,0,0,0,2,0,2,2924,1
0,0,1,0,72,1,1,0,1,1,1,1,1,2,1,1,5065,6
0,0,1,0,52,0,0,1,1,1,1,1,1,2,0,0,4275,5
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4020,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3968,1
1,0,1,1,6,1,1,0,0,0,0,0,0,2,0,2,2882,2
0,0,1,1,39,1,0,0,0,0,0,0,0,2,0,2,3944,1
0,0,1,1,33,1,1,0,0,1,1,1,1,1,1,1,3555,5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5279,1
1,0,1,0,33,1,0,1,1,0,1,0,0,2,1,2,3215,3
0,0,1,1,26,0,0,1,1,0,1,0,0,0,0,0,3970,2
0,0,1,0,72,1,1,1,1,1,1,1,1,2,0,0,6247,7
1,0,0,0,32,1,0,0,0,0,0,0,0,1,0,0,2433,1
0,1,0,0,26,1,0,1,0,0,0,1,0,0,1,0,5700,3
0,0,1,1,68,1,1,1,1,1,1,0,1,1,1,1,5071,6
0,0,1,0,72,1,1,0,0,1,0,1,1,2,1,0,5120,5
0,0,0,0,12,1,0,0,1,0,1,0,0,0,1,1,3854,2
0,0,1,1,57,1,1,1,1,0,1,0,0,0,0,0,4491,4
0,0,1,0,71,1,1,0,0,0,0,0,0,2,1,0,4015,2
0,0,1,1,25,1,0,0,0,0,0,0,0,1,0,2,2010,1
1,1,1,0,70,1,1,1,1,1,1,1,1,2,0,0,4666,7
1,0,1,1,72,0,0,1,1,1,0,0,0,2,0,0,4710,3
1,0,1,0,65,1,1,1,1,0,0,0,1,2,1,2,5420,5
1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,2,4709,5
0,0,0,0,38,1,0,0,0,0,0,0,0,2,0,2,2295,1
0,0,0,1,61,1,1,0,0,0,0,0,0,2,1,0,4673,2
0,0,0,0,35,1,1,0,0,0,0,0,0,2,0,0,2416,2
1,1,0,0,18,1,1,0,0,1,1,1,0,0,0,0,3728,4
1,0,1,0,65,1,1,1,1,1,0,0,0,1,0,0,5224,5
0,0,0,1,19,1,1,1,1,0,1,1,0,0,1,2,4198,5
1,0,0,0,16,1,0,0,0,0,0,0,0,2,0,0,4726,1
0,0,1,0,22,1,0,0,1,1,0,0,0,0,1,2,5722,3
1,1,0,0,34,1,0,0,0,0,0,0,0,0,0,0,4478,1
0,0,1,1,51,0,0,1,0,0,1,0,0,2,0,0,6404,1
0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,2,5332,1
1,0,1,0,60,1,0,0,0,0,0,0,0,2,1,0,5848,1
1,1,1,0,69,0,0,0,0,1,0,0,0,1,1,0,5681,1
1,0,0,1,70,1,1,1,1,0,1,0,0,1,0,0,5392,4
0,0,0,0,47,1,1,1,1,0,1,0,1,2,0,2,2831,5
0,0,1,0,30,1,0,0,1,1,1,1,1,2,0,0,4274,5
0,0,0,0,33,1,0,0,0,0,0,0,0,0,1,0,4860,1
0,1,1,0,61,1,1,1,1,1,1,0,0,0,1,0,5274,5
0,0,1,0,40,1,1,1,0,1,0,1,1,1,0,0,4078,6
0,0,1,0,0,0,0,1,1,1,1,1,0,2,0,0,4740,4
0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,1,4283,1
1,0,1,0,28,1,0,0,1,1,1,1,0,1,0,0,2037,4
1,0,0,0,3,1,0,1,0,0,0,0,1,0,1,2,2500,3
0,0,1,0,31,1,0,1,0,1,1,1,1,1,1,2,5643,5
0,0,0,0,27,1,0,1,1,0,0,0,0,2,0,0,2842,3
0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,2,3527,3
1,0,1,0,62,1,1,0,0,1,1,1,1,2,1,0,4697,5
0,1,0,0,22,1,0,1,1,0,0,0,0,0,0,1,5602,3
1,0,1,0,65,1,0,0,0,0,0,0,0,2,0,2,6312,1
0,0,1,0,52,1,1,0,0,0,0,0,0,2,1,0,5674,2
1,0,0,0,37,0,0,0,0,0,0,1,0,2,0,0,5658,1
1,1,1,0,16,1,1,0,0,0,0,1,0,0,1,0,3739,3
0,1,1,0,60,1,1,0,1,0,0,0,1,0,0,1,4340,4
0,0,1,0,72,1,1,1,0,0,0,0,0,2,0,0,4202,3
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2013,0
0,0,0,0,62,1,1,0,0,0,0,1,1,1,1,0,4778,4
0,1,1,0,70,1,0,0,0,0,0,0,0,2,1,0,5209,1
0,0,1,1,67,1,1,1,0,1,1,0,1,1,1,0,5588,5
0,0,0,0,48,0,0,1,1,0,0,1,0,0,1,1,2469,3
1,1,1,0,40,1,0,1,1,1,1,1,0,1,1,0,4332,5
1,0,1,1,60,1,1,0,0,0,0,0,0,0,0,0,5100,2
0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,0,2142,2
0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,2575,1
0,0,0,0,32,1,1,0,0,1,0,1,1,0,1,1,4341,5
1,0,1,1,38,1,1,0,0,1,0,1,1,0,1,0,3738,5
0,0,1,1,38,1,0,0,0,0,0,0,0,1,0,2,4686,1
1,0,0,1,21,1,0,0,0,0,0,0,0,2,0,2,2447,1
0,1,0,0,66,1,1,0,1,1,0,1,1,1,0,0,4722,6
0,0,0,0,45,1,0,1,1,0,1,0,0,1,1,0,2935,3
0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,1,5644,1
1,0,1,0,25,0,0,0,0,1,0,1,0,1,1,0,2315,2
0,0,1,0,21,0,0,1,0,0,0,0,0,0,0,1,3766,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5858,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4496,1
0,0,0,0,60,1,1,0,0,1,0,0,0,1,1,0,5687,3
0,0,1,1,58,1,0,0,0,0,0,0,0,2,0,0,4125,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,4300,1
1,0,1,0,17,1,1,0,1,1,0,1,1,0,1,1,3803,6
1,0,0,0,19,1,0,0,0,0,0,1,0,0,1,0,2464,2
1,0,1,1,66,0,0,0,1,1,0,1,1,2,1,0,5748,4
0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,3612,2
0,0,1,0,43,0,0,1,0,0,1,0,0,0,0,0,5409,1
0,1,1,0,35,1,1,0,0,1,0,1,1,0,0,0,3199,5
1,1,1,1,10,0,0,0,0,0,0,0,1,0,1,0,5248,1
0,0,1,0,69,1,0,1,1,0,1,1,1,1,1,0,4328,5
0,0,0,0,5,1,0,0,1,0,0,1,0,0,1,2,2689,3
0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3704,2
1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5133,1
1,1,1,0,21,1,0,1,1,0,0,0,1,0,1,0,4604,4
1,0,0,0,5,1,0,0,0,1,1,1,0,0,1,0,3099,3
1,1,1,1,35,1,0,0,1,0,1,1,1,0,1,1,5479,4
0,0,1,1,71,1,0,1,1,1,1,1,1,2,0,0,4135,6
1,0,0,0,24,1,1,0,0,0,0,1,1,0,1,1,3192,4
0,0,0,0,39,0,0,1,1,0,1,0,0,1,1,0,3424,2
0,0,0,0,42,1,0,0,0,1,1,0,1,2,0,0,4668,3
0,0,1,0,71,0,0,1,1,1,1,0,0,2,1,0,4795,3
0,1,1,1,22,1,1,0,0,0,0,1,0,0,0,0,2656,3
1,0,1,1,15,1,0,0,0,0,0,0,0,1,0,2,5928,1
1,0,1,1,70,1,1,1,1,0,0,1,0,0,1,0,4551,5
1,0,0,0,17,0,0,0,0,0,0,0,0,0,1,2,3090,0
0,0,1,1,34,0,0,1,0,1,1,1,1,1,0,2,3607,4
0,0,1,1,35,1,0,1,0,1,1,1,1,0,1,1,5447,5
1,0,0,0,12,1,0,0,1,0,0,0,0,0,1,0,4244,2
0,0,0,0,56,1,0,0,0,0,0,0,0,2,0,0,4831,1
1,1,0,0,47,1,1,0,1,0,1,0,0,2,0,0,3155,3
0,0,1,1,51,1,1,1,1,0,0,0,1,0,1,1,5457,5
0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2739,2
1,0,1,0,72,1,1,0,0,0,0,0,0,2,0,0,4413,2
1,0,1,1,38,1,1,0,0,1,1,1,0,2,1,0,2436,4
1,0,1,1,65,1,1,0,0,0,0,0,0,2,0,0,6263,2
0,0,1,1,56,1,1,0,0,0,0,0,0,2,1,0,5243,2
1,0,0,0,24,1,0,0,1,1,0,0,1,0,1,1,2007,4
0,0,0,0,72,1,1,1,1,1,1,1,1,2,1,0,4927,7
1,0,0,0,59,1,1,0,0,0,0,0,0,2,0,2,5537,2
0,0,0,0,66,0,0,1,1,1,1,0,0,2,1,2,6435,3
1,0,0,0,52,1,0,1,0,1,0,0,0,1,0,1,5957,3
1,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,2599,2
0,0,0,0,15,1,0,0,1,0,0,1,0,0,1,0,4096,3
0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,2,3731,1
0,0,1,1,58,0,0,1,0,1,1,1,1,2,0,2,4678,4
0,0,1,0,19,1,0,0,0,1,0,1,1,0,1,1,3249,4
1,0,0,0,9,1,1,0,0,0,0,0,0,0,1,1,2062,2
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3300,1
1,0,0,0,20,1,0,0,0,0,0,0,0,1,1,2,2860,1
1,1,1,0,7,1,1,0,0,0,0,0,0,0,1,1,3533,2
1,0,1,1,21,0,0,0,0,0,0,0,0,0,1,1,4302,0
1,1,1,0,54,1,1,0,1,1,1,1,1,2,1,1,4425,6
0,1,0,0,39,1,1,0,0,1,0,1,1,0,1,1,3860,5
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,3945,1
1,0,0,0,30,1,1,1,1,0,0,0,1,0,1,0,4219,5
1,1,1,0,27,1,1,1,0,1,0,0,0,1,1,1,5755,4
1,0,1,1,60,1,0,0,1,0,1,1,1,2,0,0,5053,4
0,0,0,0,51,1,0,0,0,0,0,0,0,1,1,0,5089,1
0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,1,2115,3
1,1,1,0,43,1,0,0,1,1,0,1,1,1,1,0,4499,5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2183,1
1,0,1,0,5,1,1,1,0,0,0,0,1,0,1,1,2576,4
0,0,0,0,29,1,1,1,0,0,0,0,1,0,1,1,5590,4
0,0,1,0,54,1,0,1,0,1,1,0,1,2,0,0,5077,4
1,0,0,0,58,1,1,0,0,0,0,0,0,2,1,0,4477,2
1,0,1,0,46,1,0,0,0,0,0,0,0,1,1,0,2325,1
1,0,1,1,7,1,0,1,0,1,1,0,1,0,1,0,3459,4
0,0,0,0,51,0,0,0,1,1,0,1,1,1,1,0,4380,4
0,0,1,1,61,1,1,1,1,0,0,0,0,0,0,1,5381,4
0,0,1,0,51,1,0,1,1,1,1,1,1,2,0,0,6261,6
