customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,cltv,is_fiber
8263-OKETD,female,0,0,0,20,1,1,0,1,0,1,0,1,month_to_month,1,credit_card,3265,0
0670-KDOMA,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,5854,0
2476-YGEFM,female,0,0,0,29,1,1,0,0,0,0,0,0,month_to_month,1,credit_card,5324,1
8687-BAFGU,male,0,0,0,1,1,0,0,0,0,1,0,0,month_to_month,0,electronic_check,4148,1
0641-EVBOJ,male,0,0,0,3,1,0,1,0,0,1,0,0,month_to_month,1,mailed_check,5755,1
0829-XXPLX,female,0,0,0,20,1,0,1,0,1,0,1,0,month_to_month,1,bank_transfer,2098,1
9974-JFBHQ,male,0,0,1,64,1,0,0,1,0,1,1,1,month_to_month,1,credit_card,4590,1
6624-JDRDS,female,0,0,0,6,0,0,1,0,0,0,0,0,month_to_month,0,bank_transfer,4391,0
0608-JDVEC,male,0,1,0,50,1,0,0,0,0,0,0,0,two_year,0,electronic_check,5914,0
9780-FKVVF,male,0,0,0,6,1,0,1,0,0,0,0,1,month_to_month,1,bank_transfer,3613,0
1919-RTPQD,male,0,1,1,7,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,4699,0
5214-NLTIT,male,0,1,1,72,1,1,0,0,1,0,0,1,two_year,1,credit_card,6188,1
3345-PBBFH,male,0,1,0,8,1,0,0,1,0,0,0,0,month_to_month,1,bank_transfer,5922,0
5055-BRMNE,female,0,1,1,67,1,1,1,0,0,1,1,1,two_year,0,credit_card,4780,1
2190-PHBHR,female,0,1,0,72,1,1,1,1,0,0,0,1,two_year,1,credit_card,5274,1
2650-GYRYL,male,0,1,1,33,1,0,0,0,0,0,0,0,one_year,1,bank_transfer,3470,0
5208-FVQKB,male,0,1,0,70,1,0,1,1,0,1,0,1,two_year,0,mailed_check,5514,0
7184-LRUUR,female,0,0,0,22,1,0,0,1,1,0,1,0,one_year,0,bank_transfer,5146,0
6627-CFOSN,female,0,0,0,59,1,1,1,1,1,0,0,1,month_to_month,1,bank_transfer,5247,1
3982-JGSFD,male,0,0,0,36,1,0,0,0,0,0,0,0,one_year,1,credit_card,3526,0
1574-DYCWE,female,0,1,1,51,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4057,0
7247-XOZPB,male,0,1,0,53,1,1,1,0,1,1,1,0,one_year,0,bank_transfer,5313,0
2466-FCCPT,female,0,1,1,20,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,4910,0
6211-WWLTF,male,0,1,0,63,1,0,1,0,1,0,1,1,two_year,0,credit_card,5135,1
4826-TZEVA,female,0,0,0,40,1,0,0,1,0,0,0,0,month_to_month,0,credit_card,3258,1
6016-NXBNJ,male,0,0,0,35,1,0,0,0,0,0,0,0,one_year,1,mailed_check,4052,0
9138-EFSMO,male,0,1,1,26,1,0,0,0,0,0,0,1,one_year,0,bank_transfer,4237,1
4632-XJMEX,male,0,0,1,53,1,0,1,1,0,1,0,0,one_year,0,credit_card,6281,0
8910-LEDAG,male,1,1,0,34,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,3583,1
3452-GWUIN,female,1,1,0,19,1,1,0,0,0,0,1,1,month_to_month,1,electronic_check,5316,1
2716-GFZOR,male,0,1,0,43,1,0,1,1,1,0,0,0,month_to_month,1,credit_card,2358,1
3724-UCSHY,male,0,1,1,6,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3072,0
8626-XHBIE,male,0,0,1,56,1,1,0,0,0,0,0,0,two_year,1,mailed_check,4262,0
3192-LNKRK,male,0,1,1,34,1,0,0,0,1,0,1,0,month_to_month,1,mailed_check,3476,1
4439-YRNVD,female,0,0,0,10,0,0,0,1,0,1,0,0,month_to_month,0,electronic_check,4571,0
2208-UGTGR,male,0,0,0,56,1,1,0,1,0,0,1,1,month_to_month,0,electronic_check,5601,1
3005-TYFRD,female,0,1,0,55,1,1,0,1,1,0,1,1,month_to_month,1,credit_card,4768,1
8670-MEFCP,female,0,1,1,36,1,1,1,1,1,1,1,1,two_year,1,credit_card,3570,0
3079-BCHLN,male,0,1,0,47,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,5394,0
7777-UNYHB,female,0,1,1,12,1,0,0,0,0,0,0,0,month_to_month,1,credit_card,2360,0
7278-CKDNC,male,1,0,0,24,1,1,0,1,0,0,0,0,month_to_month,1,electronic_check,4422,1
8450-UYIBU,female,1,0,0,35,0,0,0,0,1,0,1,0,month_to_month,1,electronic_check,2030,0
2969-VAPYH,female,0,0,0,67,1,0,1,1,0,1,0,0,one_year,0,credit_card,4363,0
7181-OQCUT,male,0,0,0,21,1,1,1,0,1,0,1,1,month_to_month,0,mailed_check,4520,1
8474-UMLNT,female,0,0,0,13,1,0,1,1,0,1,0,1,month_to_month,0,bank_transfer,4115,0
3836-FZSDJ,male,1,1,0,71,1,1,0,0,0,0,0,0,two_year,0,bank_transfer,4367,0
9142-XMYJH,female,0,0,0,29,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,5227,0
0187-QSXOE,male,1,1,0,7,1,0,0,0,0,0,1,1,month_to_month,1,electronic_check,5711,1
7733-UDMTP,female,1,0,0,57,0,0,0,1,1,0,1,1,month_to_month,1,electronic_check,4622,0
2649-HWLYB,male,0,1,0,65,1,1,1,0,1,1,0,1,two_year,0,bank_transfer,6177,0
5214-CHIWJ,male,0,0,0,27,1,0,0,0,0,0,0,0,one_year,0,mailed_check,3159,0
6904-JLBGY,female,1,0,0,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,4008,1
2465-BLLEU,male,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,4441,0
1685-VAYJF,male,0,0,0,11,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,5253,0
8874-EJNSR,male,0,1,1,39,1,1,0,0,0,0,0,0,two_year,0,mailed_check,5453,0
6917-YACBP,female,1,0,0,59,1,1,1,1,1,0,0,0,month_to_month,1,electronic_check,5170,1
5049-MUBWG,male,0,0,0,26,1,0,1,0,0,1,1,1,one_year,0,bank_transfer,4705,0
4223-WOZCM,male,1,0,0,2,1,0,0,0,1,0,0,0,month_to_month,0,mailed_check,5251,0
0769-MURVM,female,0,1,1,72,0,0,1,1,1,1,1,1,two_year,0,bank_transfer,6187,0
9253-VIFJQ,male,0,1,0,65,1,1,1,1,1,0,0,0,one_year,0,credit_card,5224,0
7030-FZTFM,male,0,1,1,72,1,1,0,1,1,1,1,1,two_year,0,credit_card,6444,1
9741-YLNTD,male,0,0,0,6,1,1,0,0,0,1,0,1,month_to_month,1,bank_transfer,2684,1
5917-RYRMG,male,1,0,0,32,1,0,0,0,0,0,0,0,one_year,0,credit_card,3836,0
5120-ZBLAI,female,0,1,0,50,1,1,0,0,1,0,1,1,one_year,0,bank_transfer,6144,0
1194-BHJYC,male,0,1,0,61,0,0,1,0,1,1,1,1,two_year,1,mailed_check,6427,0
0906-QVPMS,male,0,1,0,72,1,1,1,1,1,1,1,1,two_year,0,bank_transfer,5398,1
1905-OEILC,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3107,0
7858-GTZSP,female,0,0,0,12,1,1,0,0,0,0,0,1,month_to_month,1,electronic_check,2061,1
6248-BSHKG,male,0,1,1,61,1,0,0,0,0,0,0,0,one_year,0,mailed_check,5897,0
4685-TFLLS,male,0,1,1,18,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,4808,0
3470-BTGQO,male,0,0,1,21,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,5731,0
1209-VFFOC,male,0,1,1,68,0,0,1,1,1,1,0,1,two_year,1,mailed_check,4556,0
8224-DWCKX,male,1,0,0,12,1,1,0,0,0,0,0,0,month_to_month,1,credit_card,5159,1
4553-DVPZG,female,0,1,0,62,1,1,0,0,1,0,1,1,month_to_month,1,electronic_check,5049,1
6917-IAYHD,male,0,0,1,1,0,0,0,1,0,1,0,0,month_to_month,0,mailed_check,4369,0
8620-RJPZN,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,3061,0
7572-KPVKK,male,0,0,1,62,1,1,0,0,1,1,1,1,two_year,1,electronic_check,5900,1
2642-MAWLJ,female,0,1,1,36,1,0,0,0,0,0,0,0,two_year,0,bank_transfer,5272,0
7103-ZGVNT,female,0,1,1,69,1,1,1,1,0,1,1,0,one_year,0,credit_card,4268,0
2027-WKXMW,female,0,1,0,63,1,1,0,1,1,1,1,1,month_to_month,1,electronic_check,4582,1
7137-NAXML,male,0,0,0,23,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,4402,0
2428-ZMCTB,male,0,0,0,10,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,3926,0
2961-VNFKL,female,0,1,0,71,1,1,0,0,0,0,0,0,two_year,1,credit_card,5072,0
1768-HNVGJ,female,1,0,0,45,1,1,1,0,0,1,0,1,month_to_month,1,electronic_check,4223,0
6963-KQYQB,female,0,1,1,70,1,1,0,0,0,0,0,0,two_year,0,mailed_check,4722,0
5934-RMPOV,female,0,0,1,22,1,1,0,0,0,0,0,1,month_to_month,1,electronic_check,4240,1
1207-BLKSA,female,0,1,1,52,1,1,0,0,0,0,0,0,two_year,0,mailed_check,4922,0
8316-BBQAY,female,0,0,0,65,0,0,1,0,1,1,1,1,two_year,0,credit_card,6251,0
1166-PQLGG,female,0,1,1,72,1,0,0,0,0,0,0,0,two_year,0,bank_transfer,4424,0
3146-JTQHR,male,0,1,0,10,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,3778,0
4291-YZODP,female,0,0,1,7,1,0,0,0,0,0,0,0,one_year,0,mailed_check,3810,0
4395-PZMSN,male,1,0,0,5,1,0,0,1,0,0,0,1,month_to_month,1,electronic_check,2850,1
6427-FEFIG,female,0,1,1,24,1,1,1,0,1,0,1,1,two_year,0,credit_card,2939,0
0017-IUDMW,female,0,1,1,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,6252,1
8706-HRADD,male,0,0,0,21,0,0,1,0,0,1,1,0,month_to_month,1,mailed_check,5808,0
9955-QOPOY,male,0,1,0,69,0,0,0,1,1,1,1,1,one_year,1,credit_card,5683,0
4385-ZKVNW,male,0,1,1,44,1,0,0,1,0,1,0,0,month_to_month,1,bank_transfer,4412,0
5446-DKWYW,female,1,1,1,61,1,1,0,0,1,0,1,0,one_year,1,electronic_check,6238,0
9031-ZVQPT,male,0,1,0,72,1,1,0,1,1,1,1,1,two_year,1,electronic_check,4773,1
2990-IAJSV,male,0,0,0,72,1,1,1,1,1,1,1,1,two_year,0,bank_transfer,4200,0
8107-KNCIM,male,1,1,0,14,1,1,0,0,0,0,0,0,month_to_month,1,electronic_check,3771,1
9027-YFHQJ,male,0,0,0,7,1,1,0,0,0,0,0,0,month_to_month,1,bank_transfer,4868,0
5176-LDKUH,female,0,0,0,48,1,0,0,1,0,0,0,0,one_year,0,electronic_check,3345,1
4644-OBGFZ,male,0,1,1,55,1,0,0,0,0,0,0,0,one_year,0,mailed_check,5067,0
7926-IJOOU,male,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,5626,0
6480-YAGIY,male,0,0,0,45,1,0,1,1,1,1,1,1,one_year,0,credit_card,3091,1
4029-HPFVY,male,0,0,0,3,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,4275,1
7602-DBTOU,female,0,1,0,71,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4890,0
5345-BMKWB,male,0,1,0,8,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4964,0
5457-COLHT,male,0,1,1,69,1,0,1,1,0,1,1,1,two_year,0,bank_transfer,4618,0
5451-YHYPW,female,1,1,0,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,6205,1
7998-WNZEM,male,0,0,0,71,1,1,1,1,1,1,0,1,two_year,0,bank_transfer,5447,0
4664-NJCMS,female,0,1,0,33,0,0,1,0,1,1,1,1,two_year,0,bank_transfer,5980,0
0307-BCOPK,female,0,0,0,16,1,0,0,0,0,0,0,0,one_year,0,mailed_check,4336,0
7629-WFGLW,female,1,1,0,56,1,1,1,1,1,1,0,0,one_year,0,electronic_check,6335,1
2542-HYGIQ,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,2732,0
5016-LIPDW,male,0,1,1,57,1,0,0,0,0,0,0,0,one_year,0,mailed_check,4194,0
6481-LXPWL,male,0,1,1,56,0,0,0,1,1,0,0,0,one_year,1,credit_card,5092,0
6124-ACRHJ,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4099,0
9362-MWODR,female,0,0,1,40,1,0,1,0,0,1,1,0,month_to_month,1,credit_card,5056,0
9975-GPKZU,male,0,1,1,46,1,0,0,0,0,0,0,0,two_year,0,credit_card,2610,0
9625-RZFUK,male,0,1,1,63,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4235,0
5153-LXKDT,male,0,1,1,68,1,1,1,1,1,0,1,1,two_year,1,electronic_check,4108,1
5161-UBZXI,male,0,1,1,69,1,0,1,1,0,1,1,1,two_year,1,credit_card,6315,1
1020-JPQOW,female,0,1,0,56,1,1,0,1,1,1,0,0,month_to_month,0,electronic_check,6161,1
7919-ZODZZ,female,0,1,1,10,1,0,0,1,1,0,0,1,one_year,1,mailed_check,5289,0
0565-JUPYD,male,0,0,0,63,1,1,1,1,1,1,1,0,one_year,0,credit_card,4908,1
6867-ACCZI,female,0,1,1,24,0,0,1,1,1,1,0,1,two_year,1,mailed_check,3303,0
5939-XAIXZ,female,0,0,0,19,1,1,0,0,1,0,0,0,month_to_month,1,mailed_check,3367,0
9054-FOWNV,male,0,1,1,22,1,1,0,0,1,0,1,0,month_to_month,1,electronic_check,5585,1
8207-VVMYB,female,0,1,0,70,1,1,0,0,0,0,0,0,two_year,1,bank_transfer,6170,0
9732-EQMWY,female,0,1,0,49,1,0,0,1,1,0,1,1,month_to_month,0,electronic_check,4725,1
5269-NRGDP,male,0,1,1,42,1,0,0,0,1,1,1,1,one_year,0,electronic_check,2531,0
6195-MELTI,male,0,0,0,57,1,0,0,1,0,1,0,0,one_year,1,mailed_check,4223,0
2121-JAFOM,female,0,1,0,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,5076,1
8818-DOPVL,female,1,0,0,46,1,1,0,1,1,0,1,1,month_to_month,1,electronic_check,4103,1
1227-UDMZR,female,0,1,0,72,1,1,1,1,1,1,1,1,two_year,1,bank_transfer,4311,0
5198-HQAEN,male,0,1,1,35,1,0,0,1,0,1,1,0,one_year,1,electronic_check,2775,1
2167-FQSTQ,female,0,1,0,72,1,1,1,1,1,1,1,1,two_year,1,electronic_check,5527,0
2819-GWENI,female,0,1,1,28,1,0,0,0,0,0,0,0,one_year,0,mailed_check,2987,0
3572-UUHRS,male,0,0,0,45,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,2653,0
2692-PFYTJ,female,0,0,0,1,1,1,0,0,0,0,0,0,month_to_month,1,mailed_check,2569,0
5955-EPOAZ,female,0,0,0,6,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,5554,0
6821-JPCDC,female,0,1,0,48,1,0,0,1,1,0,1,1,one_year,1,electronic_check,5893,1
8815-LMFLX,male,0,1,1,25,1,1,0,0,0,0,0,0,month_to_month,1,bank_transfer,5250,0
9135-HSWOC,male,0,1,1,64,1,0,0,0,0,0,0,0,two_year,1,bank_transfer,5431,0
8582-KRHPJ,male,0,0,0,50,0,0,1,1,0,0,0,0,month_to_month,1,mailed_check,5629,0
5811-IWXYM,female,0,1,1,52,1,1,0,0,1,0,1,1,one_year,0,bank_transfer,5954,1
7044-YAACC,male,1,1,0,4,1,0,0,0,0,0,0,0,month_to_month,1,electronic_check,4444,1
8189-XRIKE,female,1,0,0,32,1,0,0,0,0,0,1,1,month_to_month,0,electronic_check,5936,1
1506-YJTYT,male,0,1,1,45,1,1,1,1,0,1,1,0,two_year,0,credit_card,5264,0
4123-DVHPH,male,0,1,0,9,1,1,1,0,0,0,0,1,month_to_month,1,electronic_check,2715,1
2228-BZDEE,female,0,0,0,54,1,0,0,0,0,0,0,0,two_year,0,mailed_check,5755,0
2789-CZANW,female,0,1,1,64,1,1,1,1,0,1,1,1,two_year,0,bank_transfer,5574,1
7596-LDUXP,female,0,0,0,12,1,0,1,0,0,0,1,0,one_year,1,credit_card,2452,1
3740-RLMVT,male,1,1,0,67,1,0,1,1,0,1,0,0,one_year,1,bank_transfer,5792,0
2192-OZITF,female,0,0,0,45,1,1,1,0,0,1,0,1,two_year,0,mailed_check,2280,0
5651-CPDND,male,0,0,0,10,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3903,0
2186-QZEYA,female,1,0,0,29,1,1,1,1,0,0,0,0,month_to_month,1,bank_transfer,2044,0
1131-ALZWV,female,0,0,0,24,1,1,0,0,0,0,0,0,one_year,0,bank_transfer,4147,0
7729-XBTWX,male,0,1,1,66,1,0,0,0,0,0,0,0,two_year,1,mailed_check,4485,0
9134-WYRVP,male,0,0,0,51,1,0,1,0,0,0,1,0,one_year,0,mailed_check,5311,1
3284-SVCRO,female,0,1,0,45,1,1,0,0,0,0,0,0,two_year,0,mailed_check,3146,0
9732-OUYRN,female,0,1,0,49,1,0,0,0,0,0,0,0,one_year,0,credit_card,4066,0
0559-CKHUS,female,0,1,0,29,1,0,0,0,0,0,0,0,two_year,1,mailed_check,5758,0
2931-SVLTV,male,0,1,1,40,1,1,1,1,0,1,1,1,month_to_month,1,credit_card,2283,1
7504-UWHNB,male,0,0,0,25,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,3080,1
2582-FFFZR,female,0,0,0,22,0,0,0,0,1,0,1,1,month_to_month,1,electronic_check,2854,0
8908-NMQTX,male,0,0,0,72,0,0,1,1,1,1,1,1,two_year,1,bank_transfer,4369,0
1431-AIDJQ,male,0,1,1,33,1,0,0,1,1,1,1,1,two_year,0,credit_card,2281,0
6288-LBEAR,female,0,0,0,23,1,0,0,1,0,1,0,0,month_to_month,1,mailed_check,3619,1
8413-YNHNV,male,0,0,0,69,1,1,1,1,1,1,1,1,two_year,0,mailed_check,6487,0
5808-TOTXO,female,0,0,1,3,1,0,0,0,0,0,0,0,one_year,1,credit_card,2774,0
4369-NYSCF,male,0,0,0,56,1,0,0,1,0,1,1,1,one_year,1,bank_transfer,6487,0
6333-YDVLT,male,0,0,0,65,1,1,1,0,1,1,1,1,one_year,1,credit_card,6351,1
5324-KTGCG,male,0,1,0,71,1,0,0,0,0,0,0,0,one_year,0,electronic_check,4837,0
5599-HVLTW,female,1,0,0,14,1,1,0,0,1,0,0,0,month_to_month,1,bank_transfer,3276,1
7394-LWLYN,female,0,0,0,2,1,0,0,0,0,0,0,0,month_to_month,1,electronic_check,4840,1
6873-UDNLD,male,0,0,0,40,1,0,1,0,1,0,0,1,month_to_month,0,electronic_check,4714,0
2700-LUEVA,male,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,2791,0
0958-YHXGP,female,0,0,0,7,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,4562,1
1101-SSWAG,female,0,1,0,15,1,1,0,0,0,0,0,0,month_to_month,1,electronic_check,4858,0
5743-KHMNA,male,0,0,0,71,1,1,0,0,0,0,0,0,two_year,0,bank_transfer,6305,0
4194-FJARJ,female,0,1,1,54,1,1,1,0,0,1,0,0,two_year,0,bank_transfer,4798,0
5325-UWTWJ,male,0,1,0,31,1,1,1,1,0,1,0,0,month_to_month,1,credit_card,5722,1
3969-GYXEL,female,0,0,0,11,1,0,1,0,0,0,0,0,month_to_month,0,electronic_check,4033,1
9208-OLGAQ,female,1,0,0,18,1,0,0,0,1,0,0,1,month_to_month,1,electronic_check,3878,1
3244-CQPHU,female,1,0,0,72,1,1,1,1,0,1,1,1,two_year,1,bank_transfer,5232,1
2674-MLXMN,female,1,0,0,71,1,1,0,1,0,0,1,1,month_to_month,1,credit_card,4241,1
9708-HPXWZ,male,1,0,0,5,0,0,0,0,1,1,1,0,month_to_month,0,credit_card,2599,0
6992-TKNYO,male,0,1,0,38,1,1,0,0,1,1,0,1,one_year,0,credit_card,4487,0
4468-YDOVK,male,0,0,1,5,1,0,0,0,0,1,0,0,month_to_month,1,bank_transfer,3307,0
5792-JALQC,female,1,0,0,52,1,1,1,0,1,0,0,0,two_year,0,bank_transfer,5085,0
2200-DSAAL,female,0,0,0,68,1,1,0,1,1,0,1,1,two_year,1,electronic_check,5914,0
4302-ZYFEL,male,0,1,1,69,1,0,0,0,0,0,0,0,one_year,1,credit_card,5366,0
9351-LZYGF,female,0,1,0,42,1,1,1,1,0,1,0,0,month_to_month,1,credit_card,3773,0
4366-CTOUZ,female,0,0,0,50,1,0,0,1,0,1,1,1,two_year,1,mailed_check,5419,1
1518-OMDIK,male,0,1,0,33,1,0,0,0,0,0,0,0,month_to_month,1,credit_card,2422,0
6671-NGWON,female,0,0,0,7,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3098,0
0595-ITUDF,male,0,1,1,64,1,1,1,1,1,0,0,0,month_to_month,1,electronic_check,5371,1
1955-IBMMB,male,0,0,0,59,1,0,0,0,0,0,0,0,two_year,1,bank_transfer,5216,0
0096-BXERS,female,0,1,0,6,1,1,0,0,0,0,0,0,month_to_month,0,electronic_check,3442,0
3806-YAZOV,female,0,0,0,3,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3010,0
7998-ZLXWN,female,0,1,0,15,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,5184,0
6253-WRFHY,male,0,1,1,13,1,0,0,0,0,0,1,1,one_year,1,electronic_check,4741,0
9133-AYJZG,female,0,0,0,23,1,1,0,1,0,0,1,1,month_to_month,1,credit_card,5781,1
2675-OTVVJ,male,1,1,0,31,1,1,1,0,0,0,1,0,month_to_month,0,electronic_check,5597,1
8680-CGLTP,male,0,0,0,29,1,0,1,1,0,1,0,0,one_year,1,electronic_check,5198,0
8430-TWCBX,female,0,1,0,49,1,0,0,0,0,0,0,0,one_year,0,credit_card,4074,0
5018-GWURO,female,0,1,0,56,1,1,0,0,0,0,1,0,month_to_month,1,bank_transfer,6483,1
6741-QRLUP,female,0,0,0,63,1,1,1,1,1,1,0,1,two_year,1,credit_card,5554,0
4737-HOBAX,male,0,1,0,63,1,1,0,0,1,1,1,1,two_year,0,credit_card,4073,0
0537-QYZZN,male,1,1,1,24,1,1,1,0,0,0,0,0,month_to_month,1,electronic_check,3412,1
3340-QBBFM,male,1,1,0,36,1,0,0,0,1,1,0,0,one_year,0,credit_card,4017,0
8200-KLNYW,female,0,1,0,21,1,0,1,0,1,1,1,1,one_year,0,mailed_check,5733,0
3372-CDXFJ,male,0,1,1,13,1,1,0,0,0,0,0,0,one_year,0,bank_transfer,5077,0
4781-ZXYGU,male,0,1,1,1,1,0,0,0,0,0,0,0,month_to_month,1,bank_transfer,3960,0
7632-YUTXB,female,0,1,1,25,1,0,0,0,0,0,0,0,one_year,0,mailed_check,2010,0
2718-YSKCS,male,0,1,1,71,1,0,0,0,0,0,0,0,two_year,1,bank_transfer,6444,0
9896-UYMIE,male,0,0,0,66,1,1,1,1,1,1,1,1,one_year,1,bank_transfer,5303,1
0853-NWIFK,female,0,0,0,45,1,0,1,1,0,0,1,1,one_year,1,electronic_check,4868,1
8212-CRQXP,female,0,1,0,22,1,0,0,0,0,0,1,0,month_to_month,1,credit_card,2640,1
6980-CDGFC,female,0,1,0,67,1,0,0,0,0,0,0,0,one_year,1,bank_transfer,5972,0
7691-XVTZH,female,0,1,0,68,1,1,0,0,1,0,1,0,two_year,1,bank_transfer,5672,1
2520-SGTTA,female,0,1,1,0,1,0,0,0,0,0,0,0,two_year,0,mailed_check,3763,0
2277-VWCNI,female,1,0,0,4,1,1,0,0,0,0,0,0,month_to_month,0,mailed_check,3048,0
1088-CNNKB,male,0,1,0,63,1,1,1,1,1,1,0,1,one_year,0,credit_card,5540,0
1930-BZLHI,male,0,0,0,21,1,0,0,0,0,0,0,0,one_year,1,mailed_check,3721,0
5868-YTYKS,male,0,0,1,1,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,2448,0
3525-DVKFN,female,0,0,0,17,1,0,0,0,0,0,0,0,two_year,0,mailed_check,3561,0
1482-OXZSY,male,0,0,0,30,1,1,1,0,0,0,1,1,month_to_month,1,bank_transfer,3778,1
0377-JBKKT,male,0,1,1,22,1,0,1,1,0,1,0,0,month_to_month,1,mailed_check,5036,0
5778-BVOFB,female,0,0,0,9,1,0,0,0,0,1,1,0,month_to_month,1,bank_transfer,4011,0
3373-YZZYM,male,0,1,1,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3007,0
0228-MAUWC,male,0,0,0,19,1,1,0,0,1,1,0,0,month_to_month,0,electronic_check,3949,0
7663-YJHSN,female,0,1,0,72,1,1,1,1,1,1,1,0,two_year,1,bank_transfer,5096,1
4915-BFSXL,male,0,1,1,70,1,1,1,0,1,0,1,0,two_year,0,credit_card,4858,0
3086-RUCRN,female,0,0,0,66,1,1,1,1,1,1,0,1,month_to_month,1,bank_transfer,6183,1
5215-LNLDJ,female,0,1,1,7,0,0,0,0,0,0,0,0,month_to_month,1,electronic_check,3872,0
7576-JMYWV,female,1,1,1,46,1,1,1,1,0,1,1,1,month_to_month,1,electronic_check,4162,1
0257-KXZGU,female,0,1,1,32,1,1,0,1,1,0,0,0,month_to_month,0,bank_transfer,5442,0
1307-ATKGB,male,0,0,0,24,1,0,0,1,1,0,0,1,month_to_month,1,electronic_check,2007,1
3714-XPXBW,female,0,0,0,37,1,1,1,1,1,1,1,0,month_to_month,1,credit_card,3801,0
1850-AKQEP,male,0,0,1,8,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4577,0
2824-DXNKN,female,0,1,1,72,1,1,1,0,1,0,1,0,two_year,1,bank_transfer,5656,0
5227-JSCFE,male,1,1,0,71,0,0,1,1,1,1,0,0,two_year,0,credit_card,5421,0
0848-ZGQIJ,female,0,1,0,16,1,0,0,1,0,0,1,1,month_to_month,1,bank_transfer,3050,1
3621-CHYVB,female,0,1,0,57,0,0,1,0,1,1,0,1,month_to_month,1,bank_transfer,5866,0
8042-RNLKO,male,0,0,0,66,1,1,0,0,0,0,0,0,one_year,0,bank_transfer,4163,0
5372-FBKBN,female,0,0,1,21,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,2143,0
0420-TXVSG,male,0,1,0,66,1,1,1,1,1,0,0,0,two_year,1,credit_card,5933,0
6217-TOWGS,female,0,1,0,17,1,1,0,1,0,0,1,1,month_to_month,1,bank_transfer,4852,0
1045-LTCYT,female,0,1,1,8,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,2158,0
1544-JJMYL,male,0,0,0,27,1,0,1,0,1,1,1,0,one_year,0,credit_card,2450,0
4636-JGAAI,male,0,1,0,34,1,1,0,1,0,0,0,1,month_to_month,0,mailed_check,4014,1
6874-SGLHU,male,0,0,0,30,1,0,0,1,0,0,1,1,one_year,1,bank_transfer,4126,1
5951-AOFIH,male,0,0,0,33,1,0,0,1,1,0,1,0,month_to_month,1,credit_card,3843,0
3059-NGMXB,male,0,1,1,14,1,1,1,1,0,0,0,1,month_to_month,0,mailed_check,2871,0
8652-YHIYU,female,0,0,1,16,1,1,0,0,0,1,0,0,one_year,1,credit_card,5040,1
5278-PNYOX,female,0,0,0,49,1,0,0,0,1,1,1,1,two_year,0,credit_card,5499,1
3486-HOOGQ,female,0,1,1,70,1,1,1,1,1,1,1,0,two_year,0,bank_transfer,4848,0
5061-PBXFW,female,0,1,1,32,1,0,1,1,0,1,0,0,month_to_month,0,bank_transfer,2649,0
